codigo_ocorrencia4,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_dias_para_feedback
644,60793,"ATUAR JUNTO A FOLIARAVIAçãO AGRíCOLA LTDA., A FIM DE ENFATIZAR àQUELE OPERADOR A IMPORTâNCIA DE SE OBSERVAR O CONSTANTE NO ART. 88-N DO CóDIGO BRASILEIRO DE AERONáUTICA QUE, SALVO NOS CASOS EXCEPCIONAIS ESTABELECIDOS, PROíBE A REMOçãO DE AERONAVES ACIDENTADAS DO LOCAL DA OCORRêNCIA SEM A DEVIDA AUTORIZAçãO DA AUTORIDADE DE INVESTIGAçãO SIPAER.",CUMPRIDA,ANAC,722.0
645,60892,"Divulgar os ensinamentos colhidos na presente investigação, buscando alertar os pilotos da aviação geral sobre os riscos de hidroplanagem decorrente da operação em pistas contaminadas.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,20.0
646,60897,"Atuar junto ao Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveisa fim de que, a despeito da não obrigatoriedade desta condição, o MGO e o MGSO desseoperador estejam disponíveis em cada uma das aeronaves operadas pelo IBAMA e queseu conteúdo seja de conhecimento de todos os envolvidos na atividade aérea doInstituto.",CUMPRIDA,ANAC,
647,60975,"Atuar junto ao operador a fim de garantir que no planejamento dos voos da empresa seja contemplada a avaliação da dimensão das pistas, de modo a propiciar uma operação segura de acordo com os manuais da aeronave e com a legislação em vigor.",AGUARDANDO RESPOSTA,ANAC,
648,60975,"Verificar as reais condições da pista de SWAQ, a fim de atualizar as informações acerca deste aeródromo em seu banco de dados, permitindo, por consequência, que o Departamento de Controle do Espaço Aéreo (DECEA) atualize o ROTAER conforme Resolução 158, de 13JUL2010.",AGUARDANDO RESPOSTA,ANAC,
649,60980,"Realizar auditoria na empresa Nacional Manutenção de Aeronaves Ltda., dispensando especial atenção aos registros primários de manutenção e ao controle dos componentes instalados nas aeronaves assistidas.",CUMPRIDA,ANAC,26.0
650,61003,"Divulgar o conteúdo do presente relatório aos operadores de helicóptero, enfatizando a importância da adequada análise das condições meteorológicas para a realização de um voo seguro.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,17.0
651,61008,"Atuar junto ao Aeroclube de Ponta Grossa para que a entidade invista em treinamento do pessoal de manutenção, com fins a capacitá-los na prevenção, identificação e no tratamento de corrosão.",AGUARDANDO RESPOSTA,ANAC,
652,61008,Atuar junto ao Aeroclube de Ponta Grossa de modo a aperfeiçoar seus procedimentos relativos à liberação das aeronaves após as inspeções.,AGUARDANDO RESPOSTA,ANAC,
653,61012,"Disponibilizar aos pilotos material informativo sobre o fenômeno “Windshear”, contendo recomendação para atuar nesta condição.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,26.0
654,61070,"Atuar junto ao operador do aeroporto do município de Redenção, visando garantir a adoção de medidas de gerenciamento de risco de fauna, em conformidade com o RBAC 164.",AGUARDANDO RESPOSTA,ANAC,
655,61070,Atuar junto ao operador do aeroporto do município de Redenção a fim de certificar-se de que o treinamento de seus funcionários enfatiza as respectivas responsabilidades por ocasião de uma ocorrência aeronáutica em conformidade com a NSCA 3-13.,AGUARDANDO RESPOSTA,ANAC,
656,65198,"Atuar junto ao IBAMA, a fim de que o Manual Geral de Operações daquele operador seja divulgado e disponibilizado a todos os tripulantes que trabalham com as aeronaves operadas por tal Instituto.",CUMPRIDA,ANAC,56.0
657,65198,"Atuar junto ao IBAMA, a fim de que aquele operador estabeleça treinamentos práticos mínimos e periódicos para todos os tripulantes que operam aeronaves do Instituto, no intuito de sedimentar os aspectos doutrinários, de padronização e de segurança operacional.",CUMPRIDA,ANAC,56.0
658,65198,"Atuar junto ao IBAMA, a fim de que aquele operador insira em seu MGO, ou em outro documento pertinente, prescrições referentes ao retorno do tripulante, piloto ou não, à atividade aérea após ter se envolvido em ocorrência aeronáutica",CUMPRIDA,ANAC,56.0
659,65198,"Atuar junto ao IBAMA, a fim de que aquele operador estabeleça um padrão mínimo de sobrevoos necessários ao levantamento das características do terreno que será utilizado como local de pouso, ocasião em que será considerado o tipo de terreno, a presença de obstáculos, o relevo e quaisquer outros aspectos relevantes à segurança operacional.",CUMPRIDA,ANAC,56.0
660,65198,"Atuar junto ao IBAMA, a fim de que aquele operador finalize os processos das Auditorias de Segurança Operacional (ADSO) já iniciados e realize, conforme previsto no MGSO em vigor, novas ADSO em suas bases, buscando identificar, gerenciar e mitigar o risco envolvido nas operações aéreas do Instituto.",CUMPRIDA,ANAC,56.0
661,65198,"Atuar junto ao IBAMA, a fim de que aquele operador estabeleça, em documento que julgar pertinente, requisitos para o briefing geral da missão, a ser realizado, com a devida antecedência e por um coordenador designado, para todos os envolvidos na operação aérea do Instituto.",CUMPRIDA,ANAC,56.0
662,65198,"Atuar junto ao IBAMA, a fim de reavaliar a adequabilidade do Manual de Gerenciamento da Segurança Operacional (MGSO) adotado por aquele operador, sobretudo no que tange aos mecanismos de planejamento de voo, planejamento gerencial, processos organizacionais e supervisão gerencial.",CUMPRIDA,ANAC,56.0
663,65218,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os pilotos e operadores da aviação agrícola sobre a importância da supervisão das atividades desenvolvidas e do uso de ferramentas de reporte voluntário das situações de perigo, de maneira que os riscos sejam gerenciados pelos gestores responsáveis.",CUMPRIDA,ANAC,20.0
664,65244,"Atuar junto à organização de manutenção TBA - Tecnologia Brasileira de Aeronáutica S/A, a fim de garantir que todos os itens de manutenção estejam sendo inspecionados antes de serem despachados para aplicação nas aeronaves, nos termos do RBAC 145 item 145.211 (c) (ii), com especial atenção para a retirada das rebarbas das juntas de vedação, as quais normalmente não são removidas pelos fabricantes.",CUMPRIDA,ANAC,302.0
665,65244,"Atuar junto à organização de manutenção TBA - Tecnologia Brasileira Aeronáutica, a fim de que a mesma demonstre possuir e aplicar todos os recursos necessários e previstos na legislação em vigor à adequada prestação dos serviços de manutenção nas aeronaves EMBRAER, modelo EMB-711C, segundo os respectivos manuais técnicos e a Lista de Capacidades da empresa.",CUMPRIDA,ANAC,302.0
666,65244,"Atuar junto ao Operador, a fim de que o mesmo aperfeiçoe seus mecanismos administrativos de conferência e acompanhamento das escriturações dos serviços de manutenção executados em suas aeronaves, visando um correto controle dos mesmos, bem como das horas de voo e periodicidade dos serviços de manutenção.",CUMPRIDA,ANAC,155.0
667,65270,"Efetuar gestões de forma que fique assegurado que as oficinas responsáveis pelas manutenções das aeronaves modelo CAP-4, assim como os seus operadores, verifiquem se o modelo de hélice está compatível com o do motor instalado na aeronave, conforme especificação operativa n° EA-6501-02 emitida pelo Centro Técnico Aeroespacial (CTA).",CUMPRIDA,ANAC,26.0
668,65270,"Assegurar-se de que as oficinas de manutenção responsáveis pelos procedimentos de manutenção nos motores Continental, modelo C85-8F, com ênfase para a oficina do Aeroclube de Bragança Paulista, estão efetuando as revisões conforme o previsto no manual que as descreve, notadamente no que se refere aos cuidados com o manuseio dos virabrequins quando da sua instalação e remoção dos referidos motores, de forma a impedir a formação de riscos superficiais e/ou amassamentos nessas peças.",CUMPRIDA,ANAC,26.0
669,65292,"Atuar junto ao administrador do Aeroclube de Santa Catarina para que sejam reforçadas as medidas restritivas ao acesso de pessoas e veículos, de movimento e de manobras do aeródromo.",AGUARDANDO RESPOSTA,ANAC,
670,65292,"Atuar junto ao administrador do Aeroclube de Santa Catarina, visando a atualização dos regulamentos da instituição, de modo a contemplar a descrição detalhada das responsabilidades e atribuições de todos os envolvidos na operação de planadores com funções consideradas indispensáveis para a segurança operacional.",AGUARDANDO RESPOSTA,ANAC,
671,65318,"Atuar junto ao operador do Aeroporto de Pirapora (SNPX), a fim de que aquela organização implemente melhorias no sistema de drenagem do aeródromo, de modo a evitar que os drenos de escoamento de águas pluviais fiquem destampados e expostos, tornando-se obstáculos às aeronaves que venham a experimentar uma excursão de pista.",CUMPRIDA,ANAC,141.0
672,65318,"Atuar junto ao Certificador Primário da aeronave a fim de analisar a pertinência de incluir no manual de manutenção ou diretiva técnica da aeronave Baron modelo 58P, a recomendação para que os cilindros mestres do sistema de freios sejam sempre do mesmo PN e que, preferencialmente, devam ser removidos e substituídos conjuntamente, conforme resposta ao questionamento feito ao fabricante da aeronave.",CUMPRIDA,ANAC,268.0
673,65318,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira acerca da ausência de procedimento específico de verificação do nível do reservatório de fluído hidráulico do sistema de freios, na inspeção pré-voo da aeronave Beechcraft Baron 58P, chamando a atenção para o potencial de risco dessa condição.",CUMPRIDA,ANAC,22.0
674,65318,"Atuar junto ao Certificador Primário da aeronave modelo Baron 58P a fim de analisar a pertinência de incluir em seu Manual de Voo a verificação do nível de fluído hidráulico do reservatório do sistema de freios, entre os procedimentos a serem seguidos na inspeção pré-voo (Preflight Check), a exemplo do previsto para a aeronave G58.",CUMPRIDA,ANAC,268.0
675,65359,"Atuar junto ao Aeroclube de Piracicaba, a fim de que aquele operador adeque seu processo de instrução de voo ao previsto no MCA 58-3, sobretudo no que diz respeito à utilização de fichas de avaliação que apresentem todos os campos necessários ao adequado registro do voo.",CUMPRIDA,ANAC,50.0
676,65359,"Atuar junto ao Aeroclube de Piracicaba, a fim de que aquele operador aprimore as técnicas de instrução utilizadas e oriente os instrutores a serem mais proativos e conservativos, de modo a evitar que os erros dos alunos se aproximem do ponto de irreversibilidade de um acidente.",CUMPRIDA,ANAC,50.0
677,65360,"REVER OS REQUISITOS PARA A AVALIAçãO PSICOLóGICA DE PILOTOS, VISANDO GARANTIR QUE TAIS REQUISITOS POSSUAM UM PERFIL PROFISSIOGRáFICO PARA AS DIFERENTES CLASSES E CATEGORIAS DE CMA, COM O FITO DE RETIRAR AS LACUNAS EXISTENTES NA SISTEMáTICA ATUAL, AS QUAIS GERAM DIFICULDADES PARA O PROFISSIONAL DE PSICOLOGIA PONTUAR AS CARACTERíSTICAS COMPORTAMENTAIS E HABILIDADES COGNITIVAS INDESEJáVEIS E DESEJáVEIS PARA UM CANDIDATO à FUNçãO.",CUMPRIDA,ANAC,168.0
678,65360,"ANALISAR A VIABILIDADE DE IMPLEMENTAçãO DE PROCEDIMENTOS QUE GARANTAM àS CLíNICAS HOMOLOGADAS PARA A EMISSãO DO CERTIFICADO MéDICO AERONáUTICO (CMA) O ACESSO A UM PRONTUáRIO MéDICO UNIFICADO E ATUALIZADO, A FIM DE QUE O HISTóRICO DO CANDIDATO, NO QUE SE REFERE AO PROCESSO DE OBTENçãO DE CMA, SEJA CONHECIDO PELOS PROFISSIONAIS RESPONSáVEIS PELA AVALIAçãO.",CUMPRIDA,ANAC,61.0
679,65412,"Atuar junto ao operador, a fim de que este aperfeiçoe seus mecanismos administrativos e operacionais de recebimento e verificação dos serviços de manutenção executados em suas aeronaves por empresas contratadas para essa finalidade.",CUMPRIDA,ANAC,
680,65412,"Atuar junto à oficina Algar Aviation (CHE ANAC 7701-01), a fim de que este mantenedor demonstre que possui e aplica todos os recursos necessários à adequada prestação de serviços de manutenção nas aeronaves CESSNA 208B, conforme preconiza a legislação em vigor, os respectivos manuais técnicos, e a Lista de Capacidades da empresa que acompanha o Certificado de Organização de Manutenção.",CUMPRIDA,ANAC,
681,65414,"Atuar junto a Frisonfly Escola de Aviação Civil Ltda., a fim de averiguar a conformidade das ações de manutenção realizadas por tal organização, sobretudo no que diz respeito às revisões do motor da aeronave modelo R22.",CUMPRIDA,ANAC,
682,65425,"Atuar junto à organização de manutenção REMAER Aviação e Comércio Ltda., no intuito de verificar a adequação dos processos de manutenção realizados pela empresa, especificamente no que se refere às revisões gerais nos motores Lycoming IO-540-K1J5, bem como o eficiente funcionamento de sistemas que visem ao gerenciamento da segurança operacional e à gestão da qualidade.",CUMPRIDA,ANAC,78.0
683,65425,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os mantenedores do motor Lycoming IO-540-K1J5 quanto ao fiel cumprimento das instruções técnicas previstas em manual, em particular, no que se refere ao torque previsto para os prisioneiros dos cilindros do motor.",CUMPRIDA,ANAC,21.0
684,65469,"Divulgar o presente relatório, no âmbito das escolas envolvidas com a instruçãoprática de pilotagem, para conhecimento dos pilotos (instrutores e alunos).",,ANAC,
685,65493,"Divulgar os ensinamentos advindos da presente investigação, no âmbito da aviação geral, enfatizando a necessidade de se observar os parâmetros recomendados pelos fabricantes de aeronaves para as fases de aproximação e pouso, bem como a importância da arremetida como medida para a interrupção do porpoise.",AGUARDANDO RESPOSTA,ANAC,
686,65493,"Aprimorar os mecanismos de fiscalização, de modo a assegurar a aderência do operador ao programa de manutenção estabelecido pelo fabricante da aeronave.",AGUARDANDO RESPOSTA,ANAC,
687,65536,"Atuar junto ao Operador do Aeródromo de Flores a fim de garantir o fiel cumprimento dos aspectos descritos no Plano Básico de Gerenciamento de Risco de Fauna (PBGRF), visando à redução de focos atrativos na sua respectiva Área de Segurança Aeroportuária (ASA).",AGUARDANDO RESPOSTA,ANAC,
688,65548,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação geral sobre o risco de operações em pistas privadas.",CUMPRIDA,ANAC,9.0
689,65569,"Implementar as ações recomendadas no item 7.2 do Relatório de Analises de Ocorrências intitulado “Análise Qualitativa dos Relatórios Finais das ocorrências com aeronaves de matrícula brasileira nos últimos 10 anos (2010-2019) classificados como Falha de Motor em Voo (SCF-PP)”, publicado por essa Agência na página de Segurança Operacional, em julho de 2020.",AGUARDANDO RESPOSTA,ANAC,
690,65569,"Atuar junto aos Centros de Instrução da Aviação Civil (CIAC), a fim de garantir que não existam discrepâncias entre o que prevê os manuais de operação (POH ou AFM) e possíveis listas de verificação condensadas elaboradas por essas organizações, garantindo que não ocorra a supressão e/ou modificação de procedimentos contidos naqueles manuais.",AGUARDANDO RESPOSTA,ANAC,
691,65569,"Divulgar os ensinamentos colhidos nesta investigação aos Centros de Instrução da Aviação Civil (CIAC), com o objetivo de alertar os pilotos em formação sobre os riscos associados à formação de gelo no carburador de motores aeronáuticos convencionais, notadamente os que sejam mais suscetíveis à ocorrência desse fenômeno.",AGUARDANDO RESPOSTA,ANAC,
692,65717,"Divulgar os ensinamentos colhidos na presente investigação, buscando alertar os pilotos de aeronaves equipadas com motores à reação sobre a necessidade de se consideradas as características de funcionamento e de resposta desses motores por ocasião do planejamento e execução das aproximações para pouso.",CUMPRIDA,ANAC,60.0
693,65717,"Realizar um estudo acerca da possibilidade de se implantar nas Fichas de Avaliação de Pilotos, sobretudo aqueles que estão em transição de aeronave equipada com motor(es) a hélice para aeronave equipada com motor(es) a reação, a avaliação da proficiência em pousos cuja distância mínima requerida seja próxima ao comprimento total da pista.",CUMPRIDA,ANAC,60.0
694,65745,Atuar junto ao operador da aeronave a fim de garantir que seja estabelecido um mecanismo efetivo para o controle de atualização das escriturações das cadernetas de manutenção das aeronaves daquela escola de aviação.,AGUARDANDO RESPOSTA,ANAC,
695,65745,"Atuar junto ao operador da aeronave, visando à implementação de um procedimento específico, no âmbito daquela escola de aviação, que estabeleça de forma detalhada os itens que devem ser verificados pelos pilotos durante a inspeção visual externa das aeronaves, com especial atenção para a checagem da espessura das lonas de freio do PA-34.",AGUARDANDO RESPOSTA,ANAC,
696,65745,"Atuar junto à oficina de manutenção que realizou a última inspeção de 100 horas da aeronave antes do acidente, visando assegurar que seja adotado um mecanismo efetivo do controle das atividades de manutenção executadas por aquela oficina, notadamente no que se refere aos procedimentos realizados nos freios de aeronaves PA-34 por ocasião deste tipo de inspeção (100 horas).",AGUARDANDO RESPOSTA,ANAC,
697,65754,"Atuar junto à autoridade da aviação civil norte-americana, Federal Aviation Administration (FAA), a fim de que a Air Tractor, Inc., antes de despachar suas aeronaves para voos de translado utilizando o hopper como tanque de combustível, certifique-se que o sistema auxiliar e temporário de combustível instalado esteja em conformidade com o Drawing 50280 e em perfeitas condições de limpeza e de uso, visando prevenir ocorrências aeronáuticas.",CUMPRIDA,ANAC,39.0
698,65754,"Atuar junto à autoridade da aviação civil norte-americana, Federal Aviation Administration (FAA), a fim de que a Air Tractor, Inc. oriente os pilotos que conduzem suas aeronaves a seguirem rigorosamente as rotas estabelecidas nos Special Airworthiness Certificates, visando prevenir ocorrências aeronáuticas, sobretudo quando operando em território brasileiro.",CUMPRIDA,ANAC,39.0
699,65771,"Realizar gestões junto ao Aeroclube de Ponta Grossa, de modo a assegurar-se de que sejam realizados treinamentos de CRM para os tripulantes do referido operador, visando à mitigação dos riscos operacionais decorrentes de falha nas comunicações, de falta de assertividade ou de dúvidas na definição das tarefas em voo.",AGUARDANDO RESPOSTA,ANAC,
700,65808,"ATUAR JUNTO A AERO AGRíCOLA CAIçARA LTDA., A FIM DE VERIFICAR A ADEQUABILIDADE DO SISTEMA DE GERENCIAMENTO DA SEGURANçA OPERACIONAL ADOTADO POR ESSE OPERADOR, SOBRETUDO NO QUE DIZ RESPEITO AOS MéTODOS DE SUPERVISãO GERENCIAL E DE PLANEJAMENTO DOS VOOS UTILIZADOS PELA EMPRESA.",CUMPRIDA,ANAC,720.0
701,65810,"Realizar   gestões   junto   ao   Operador   com   o   intuito   de   verificar   a   efetividade   dos mecanismos  de  Supervisão  Gerencial  das  atividades  aeroagrícolas,  particularmente  no que  diz  respeito  aos processos  de identificação  de  perigos  e  gerenciamento  dos  riscos das operações",AGUARDANDO RESPOSTA,ANAC,
702,65813,"Atuar junto à oficina de manutenção Hora, a fim de verificar a conformidade dos serviçosde manutenção realizados por aquela empresa, visando assegurar que a organizaçãoatenda continuamente aos requisitos estabelecidos e opere com os níveis adequados decompetência e segurança operacional requeridos para o desempenho da atividade para aqual tenha sido certificada.",AGUARDANDO RESPOSTA,ANAC,
703,65923,"Atuar junto à Direta Aviação Agrícola Ltda., no intuito de que este operador demonstre que os processos relacionados à supervisão gerencial das atividades de planejamento e execução nos âmbitos administrativo, técnico e operacional estão devidamente implantados e funcionando adequadamente, particularmente no que diz respeito ao controle de manutenção das aeronaves operadas.",AGUARDANDO RESPOSTA,ANAC,
704,65923,"Atuar junto à OM IMAER - Ibitinga Manutenção de Aeronaves e Peças Ltda., COM nº 9404-02/ANAC, no sentido de que esta organização demonstre que adota critérios específicos e robustos, conforme instruções dos fabricantes e de acordo com as legislações aplicáveis para a prorrogação de revisões gerais de motores convencionais, considerando tanto o tempo calendário como o quantitativo acumulado de horas de operação.",CUMPRIDA,ANAC,98.0
705,65923,"Considerar a adequabilidade e viabilidade de reavaliar os critérios e procedimentos estabelecidos na Instrução Suplementar (IS) nº 91.409-001, Revisão B e nos demais dispositivos regulatórios que tratam das revisões gerais de motores convencionais, no sentido de garantir que tais dispositivos estabeleçam parâmetros robustos e suficientes para que o tempo calendário e o quantitativo acumulado de horas de operação desses propulsores possam ser ultrapassados, quando necessário, de forma segura.",AGUARDANDO RESPOSTA,ANAC,
706,65923,"Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores de aeronaves do segmento da aviação geral equipadas com motores convencionais quanto à necessidade de basear os adiamentos de revisões gerais desses propulsores em programas consistentes e bem documentados de monitoramento do desempenho e avaliação operacional, considerando as instruções dos respectivos fabricantes e da regulação aplicável.",CUMPRIDA,ANAC,9.0
707,65981,"ATUAR JUNTO à OFICINA AGUSTA WESTLAND DO BRASIL LTDA. (COM N° 0001-02/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES DE MODELO PZL-SW4, FABRICADAS PELA PZL-SWIDNIK, CONFORME PRECONIZADO PELOS REGULAMENTOS EM VIGOR, PELOS MANUAIS TéCNICOS DO FABRICANTE E PELA LISTA DE CAPACIDADES DA EMPRESA, A QUAL ACOMPANHA O CERTIFICADO DE ORGANIZAçãO DE MANUTENçãO.",CUMPRIDA,ANAC,146.0
708,65982,"Divulgar os ensinamentos colhidos na presente investigação sobre a correta utilização do sistema de aquecimento do motor proveniente do carburador, atentando para as condições climáticas,com ointuito de evitar apagamento demotordevido à formação de gelo.",CUMPRIDA,ANAC,23.0
709,66049,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, BUSCANDO ALERTAR PILOTOS E OPERADORES, SOBRETUDO OS QUE ATUAM NA AVIAçãO AGRíCOLA, SOBRE OS RISCOS DECORRENTES DA UTILIZAçãO DE COMBUSTíVEL NãO PREVISTO PELO FABRICANTE DA AERONAVE E/OU DO MOTOR.",CUMPRIDA,ANAC,
710,66049,"REALIZAR UMA AUDITORIA NO OPERADOR DA AERONAVE, BRISA AVIAçãO AGRíCOLA LTDA, A FIM DE VERIFICAR A EFETIVIDADE DOS MECANISMOS DE SUPERVISãO GERENCIAL DAQUELA EMPRESA, PARTICULARMENTE NO QUE DIZ RESPEITO AOS PROCESSOS DE ATUALIZAçãO DA DOCUMENTAçãO NECESSáRIA AOS PILOTOS E àS AERONAVES.",CUMPRIDA,ANAC,
711,66065,"Divulgar os ensinamento colhidos na presente investigação, buscando enfatizar junto aos operadores heliagrícolas quanto  ao  risco  de  colisão  do  rotor  principal  quando  se  voa abaixo da rede elétrica.",AGUARDANDO RESPOSTA,ANAC,
712,66065,"Estabelecer  mecanismos  para  assegurar  que  sejam  realizados  voos  de  reconhecimento de área pelos pilotos agrícolas antes do início da aplicação em cada lavoura, de modo a familiarizá-los com eventuais obstáculos existentes.",AGUARDANDO RESPOSTA,ANAC,
713,66065,"Aprimorar  os  mecanismos  de  fiscalização,  de  modo  a  coibir  as  operações  de  pouso, reabastecimento   e   decolagem   feitas por   helicópteros a   partir   de   plataformas   não certificadas, principalmente durante operações heliagrícolas.",AGUARDANDO RESPOSTA,ANAC,
714,66065,"Estudar a necessidade de adequação da regulamentação às especificidades da operação agrícola realizada por helicópteros, inclusive no tocante aos requisitos para a obtenção e revalidação das habilitações de piloto agrícola -helicóptero (PAGH).",AGUARDANDO RESPOSTA,ANAC,
715,66076,"Atuar junto ao operador, a fim de garantir que sejam utilizadas apenas hélices homologadas nas suas aeronaves.",AGUARDANDO RESPOSTA,ANAC,
716,66078,"ATUAR JUNTO à AGD AVIATION ESCOLA DE AVIAçãO CIVIL LTDA., A FIM DE VERIFICAR SE AQUELA ORGANIZAçãO ATENDE CONTINUAMENTE AOS REQUISITOS ESTABELECIDOS NA REGULAçãO EM VIGOR, SOBRETUDO O QUE é PREVISTO NO MMA 58-4 (MANUAL DO CURSO DE PILOTO PRIVADO – HELICóPTERO), E SE OPERA COM OS NíVEIS ADEQUADOS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS é CERTIFICADA.",CUMPRIDA,ANAC,
717,66078,"REALIZAR UMA AUDITORIA NA HELICOP CHART. SERV. BRASIL TAXI AER., A FIM DE VERIFICAR A CONFORMIDADE DE SEU SISTEMA DE GERENCIAMENTO DA SEGURANçA OPERACIONAL, O CONTROLE DA FADIGA DE SEUS TRIPULANTES E A ADEQUABILIDADE DE SUAS AERONAVES PARA O TRANSPORTE PúBLICO AéREO NãO REGULAR.",AGUARDANDO RESPOSTA,ANAC,
718,66086,"ATUAR JUNTO à TIARTE COMéRCIO E MANUTENçãO, A FIM DE AVERIGUAR A CONFORMIDADE DAS AçõES DE MANUTENçãO REALIZADAS POR TAL ORGANIZAçãO, SOBRETUDO NO QUE DIZ RESPEITO AO CUMPRIMENTO DA DIRETRIZ DE AERONAVEGABILIDADE N° 97-10-07R1, DE 15JAN1998 (OU DE OUTRA QUE VENHA A SUBSTITUí-LA).",CUMPRIDA,ANAC,
719,66086,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS, OPERADORES E MANTENEDORES DA AVIAçãO CIVIL SOBRE A IMPORTâNCIA DO FIEL CUMPRIMENTO DO CONSTANTE NA DOCUMENTAçãO TéCNICA (MANUAIS, REVISõES, BOLETINS, DIRETRIZES, ETC.) DAS AERONAVES QUE OPERAM EM TERRITóRIO BRASILEIRO, SOBRETUDO NO QUE DIZ RESPEITO à DIRETRIZ DE AERONAVEGABILIDADE N° 97-10-07R1, DE 15JAN1998 (OU DE OUTRA QUE VENHA A SUBSTITUí-LA).",CUMPRIDA,ANAC,
720,66090,"Tendo em vista a grande reincidência de Ocorrências Aeronáuticas envolvendo o Aeroclube de Braganca Paulista, avaliar a efetividade das Recomendações de Segurança consideradas cumpridas por essa Agência, sobretudo no que diz respeito aos procedimentos de instrução daquele operador.",CUMPRIDA,ANAC,
721,66093,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil sobre o aumento do risco de esquecimento da realização do cheque do trem de pouso decorrente da não utilização da lista de verificações (checklist) e do não cumprimento do manual de voo. Alertar também sobre a importância de se manter elevado o nível de atenção nas fases críticas do voo (decolagens e pousos), sobretudo quando operando aeronaves que estejam próximo aos limites de peso máximo de decolagem e de pouso.",CUMPRIDA,ANAC,
722,66094,"Atuar junto à Oficina de Manutenção de Aeronaves Ltda. (OMAER), a fim de verificar a conformidade dos serviços de manutenção realizados por aquela empresa, visando incrementar os níveis de competência e segurança operacional requeridos ao desempenho das atividades para as quais tal organização é certificada.",CUMPRIDA,ANAC,
723,66131,"Atuar junto à PLA & SILVA AVIAÇÃO AGRIC. LTDA., a fim de enfatizar àquele operador a importância de se observar o constante nos Artigos 88, 88-N e 302(n) do Código Brasileiro de Aeronáutica como ferramenta de prevenção de ocorrências aeronáuticas.",CUMPRIDA,ANAC,
724,66131,"Atuar junto à PLA & SILVA AVIAÇÃO AGRIC. LTDA., a fim de reforçar que, a despeito da falta de obrigatoriedade, cumprir os intervalos entre as revisões gerais previstos nos programas de manutenção desenvolvido pelo fabricante e certificado pela autoridade da aviação civil é uma importante ferramenta de prevenção de ocorrências aeronáuticas.",CUMPRIDA,ANAC,
725,66131,"Divulgar os ensinamentos colhidos na presente investigação, a fim de reforçar aos operadores regidos pelo RBHA 91 e RBAC 137 que, a despeito da falta de obrigatoriedade, cumprir os intervalos entre as revisões gerais previstos nos programas de manutenção desenvolvido pelo fabricante e certificado pela autoridade da aviação civil é uma importante ferramenta de prevenção de ocorrências aeronáuticas.",CUMPRIDA,ANAC,
726,66156,"ATUAR JUNTO à PARINTINS MNT DE ANV COM E SERVIÇOS, A FIM DE VERIFICAR A CONFORMIDADE DOS SERVIçOS DE MANUTENçãO REALIZADOS POR AQUELA EMPRESA, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS AO DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL ORGANIZAçãO é CERTIFICADA.",CUMPRIDA,ANAC,
727,66156,"ATUAR JUNTO à PARINTINS TáXI AéREO LTDA., A FIM DE VERIFICAR O CUMPRIMENTO INTEGRAL, POR PARTE DAQUELE OPERADOR, DO CONSTANTE NO RBAC 135, SOBRETUDO NO QUE DIZ RESPEITO à LETRA (A), DO ITEM 135.245 - PRé-REQUISITOS PARA SEGUNDO EM COMANDO, DA SUBPARTE E",CUMPRIDA,ANAC,
728,66160,"Analisar os resultados de estudos acadêmicos produzidos, no sentido de buscar soluções efetivas para mitigar o número de ocorrências nas atividades aeroagrícolas envolvendo colisão com obstáculos.",AGUARDANDO RESPOSTA,ANAC,
729,66192,"Divulgar os ensinamentos advindos da presente investigação, no âmbito da aviação geral, buscando ressaltar a importância do planejamento de cada voo, notadamente no que se refere à fiel observância do peso máximo de decolagem de cada aeronave previsto pelo seu respectivo fabricante.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,12.0
